Make,Model,yearVeh,occRole,dvcat,dead,injSeverity,ADAS/ADS Version,Reporting Entity,Operating Entity,City,State,Roadway Type,Lighting,Crash With,Property Damage?,caseid,weight,frontal,airbag,seatbelt,sex,ageOFocc,abcat,deploy,,,,,
Tesla,Model Y,2022,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Emporia,VA ,Highway / Freeway,Daylight,Unknown,Yes,82:66:1,5.258,1,airbag,belted,f,41,deploy,1,,,,,
Acura,TLX,2021,driver,1-9km/h,dead,4,,Honda (American Honda Motor Co.),,New York,NY ,Parking Lot,Unknown,Unknown,Unknown,50:74:1,80.747,1,airbag,none,f,19,deploy,1,,,,,
Acura,MDX,2020,driver,Oct-24,alive,1,,Honda (American Honda Motor Co.),,Chalfont,PA ,Unknown,Unknown,Unknown,Unknown,0.34931713,103.999,1,none,none,f,35,unavail,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Rochester,NY ,Highway / Freeway,Unknown,Unknown,Yes,0.501400463,41.873,0,airbag,none,m,20,nodeploy,0,,,,,
Tesla,Model 3,2019,pass,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Great Falls,VA ,Rural Road,Daylight,"Other, see Narrative",Yes,41:30:01,26.548,1,airbag,belted,f,38,deploy,1,,,,,
Ford,Escape,2020,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Ford Motor Company,,Middleburg,FL ,Intersection,Dawn / Dusk,Heavy Truck,Yes,0.457662037,39.643,1,none,none,m,34,unavail,0,,,,,
Tesla,Model S,2015,pass,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Clifton,NJ ,Highway / Freeway,Unknown,Unknown,Yes,0.210428241,12.383,0,none,belted,f,17,unavail,0,,,,,
Tesla,Model 3,2021,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Los Angeles,CA ,Highway / Freeway,Dark - Not Lighted,Passenger Car,Yes,0.173622685,242.264,1,none,none,m,31,unavail,0,,,,,
Tesla,Model 3,2018,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Hayward,CA ,Highway / Freeway,Daylight,Passenger Car,Yes,81:102:1,26.723,1,airbag,belted,m,69,nodeploy,0,,,,,
Tesla,Model Y,2020,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Tinton Falls,NJ ,Highway / Freeway,Dark - Lighted,Passenger Car,Yes,08:12:02,808.463,0,airbag,belted,f,78,nodeploy,0,,,,,
Tesla,Model Y,2020,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Belton,MO ,Street,Dark - Lighted,Other Fixed Object,Yes,0.514606481,120.16,0,none,belted,m,54,unavail,0,,,,,
Tesla,Model X,2019,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Calhoun,GA ,Intersection,Dawn / Dusk,SUV,Yes,78:02:02,61.504,1,airbag,belted,f,24,deploy,1,,,,,
Tesla,Model 3,2022,driver,25-39,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Saratoga,CA ,Rural Road,Dawn / Dusk,Other Fixed Object,Yes,03:17:02,154.489,0,none,none,f,31,unavail,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Mountain View,CA ,Highway / Freeway,Daylight,Passenger Car,Yes,0.608344907,44.664,0,airbag,none,m,29,nodeploy,0,,,,,
Porsche,Taycan 4 Cross Turismo,2021,driver,Oct-24,alive,3,,"Porsche Cars North America, Inc.",,,UNK,Unknown,Unknown,Unknown,Unknown,41:97:1,183.659,0,airbag,belted,f,34,nodeploy,0,,,,,
Tesla,Model 3,2019,pass,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Great Falls,VA ,Rural Road,Unknown,Unknown,Yes,12:29:01,61.671,0,airbag,belted,m,80,deploy,1,,,,,
Honda,CRV,2021,driver,Oct-24,alive,2,,Honda (American Honda Motor Co.),,,PA ,Intersection,Unknown,Unknown,Unknown,45:84:1,94.948,1,none,belted,m,33,unavail,0,,,,,
Acura,RDX,2021,driver,Oct-24,alive,3,,Honda (American Honda Motor Co.),,Bethpage,NY ,Intersection,Unknown,Unknown,Unknown,12:40:01,653.124,1,none,none,m,16,unavail,0,,,,,
Tesla,Model S,2015,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Clifton,NJ ,Highway / Freeway,Unknown,Unknown,Yes,41:157:1,19.296,0,airbag,belted,f,48,deploy,1,,,,,
Tesla,Model 3,2021,pass,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Los Angeles,CA ,Highway / Freeway,Unknown,Unknown,Unknown,43:127:1,42.609,0,none,none,f,74,unavail,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Hayward,CA ,Unknown,Unknown,Unknown,Yes,75:172:3,77.763,1,airbag,belted,m,28,nodeploy,0,,,,,
Tesla,Model Y,2022,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Emporia,VA ,Highway / Freeway,Unknown,Unknown,Yes,43:94:1,564.679,1,airbag,belted,m,25,deploy,1,,,,,
Subaru,Forester,2020,pass,Oct-24,alive,0,,"Subaru of America, Inc.",,Russell Springs,KY ,Highway / Freeway,Dark - Lighted,Animal,Yes,79:57:01,105.647,1,airbag,belted,f,21,deploy,1,,,,,
Subaru,Forester,2020,driver,25-39,dead,4,,"Subaru of America, Inc.",,Greenwood,MS ,Highway / Freeway,Daylight,Animal,No,0.177800926,160.787,1,airbag,belted,f,36,deploy,1,,,,,
Tesla,Model Y,2020,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Tinton Falls,NJ ,Highway / Freeway,Unknown,Unknown,Yes,41:26:03,24.168,1,airbag,belted,f,41,nodeploy,0,,,,,
Tesla,Model Y,2020,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Belton,MO ,Unknown,Unknown,Unknown,Yes,82:214:1,5.531,1,none,belted,m,38,unavail,0,,,,,
Tesla,Model X,2019,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Calhoun,GA ,Unknown,Unknown,Unknown,Yes,48:82:2,530.523,0,airbag,belted,f,51,nodeploy,0,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Murfreesboro,TN ,Highway / Freeway,Daylight,Unknown,Yes,0.652789352,31.155,0,none,none,m,38,unavail,0,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,New Bern,NC ,Rural Road,Dark - Not Lighted,Pole / Tree,Yes,82:106:1,77.988,1,none,belted,m,21,unavail,0,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Simi Valley,CA ,Highway / Freeway,Dark - Not Lighted,Passenger Car,Yes,43:148:1,47.503,0,none,belted,f,51,unavail,0,,,,,
Tesla,Model 3,2018,driver,1-9km/h,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Ventura,CA ,Street,Daylight,Passenger Car,Yes,72:139:1,10.725,1,airbag,belted,f,22,deploy,1,,,,,
Tesla,Model 3,2022,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Saratoga,CA ,Unknown,Unknown,Unknown,Yes,45:08:01,287.442,0,airbag,belted,f,32,nodeploy,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Mountain View,CA ,Highway / Freeway,Unknown,Unknown,Yes,0.581956019,44.617,1,none,belted,f,43,unavail,0,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Murfreesboro,TN ,Unknown,Unknown,Unknown,Yes,43:159:2,437.287,0,none,belted,f,34,unavail,0,,,,,
Acura,TLX,2021,driver,Oct-24,alive,1,,Honda (American Honda Motor Co.),,Fort White,KY ,Intersection,Unknown,Unknown,Unknown,0.504189815,134.147,1,airbag,belted,f,37,deploy,1,,,,,
Honda,Accord,2020,driver,25-39,alive,3,,Honda (American Honda Motor Co.),,Tallahassee,FL ,Unknown,Unknown,Unknown,Unknown,0.419467593,30.33,1,airbag,belted,f,19,nodeploy,0,,,,,
Tesla,Model 3,2019,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,New Bern,NC ,Unknown,Unknown,Unknown,Yes,73:150:3,26.413,1,airbag,none,f,30,deploy,1,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Simi Valley,CA ,Highway / Freeway,Unknown,Unknown,Yes,45:148:1,44.738,1,none,none,m,25,unavail,0,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Atlanta,GA ,Street,Dark - Lighted,Pole / Tree,Yes,0.934050926,0,1,airbag,belted,f,41,deploy,1,,,,,
Tesla,Model 3,2020,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Maxton,NC ,Rural Road,Daylight,Other Fixed Object,Yes,42:07:02,1,1,airbag,none,f,38,deploy,1,,,,,
Tesla,Model 3,2019,pass,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Desert Center,CA ,Highway / Freeway,Dark - Not Lighted,"Other, see Narrative",Yes,0.581956019,413.793,1,none,belted,f,33,unavail,0,,,,,
Tesla,Model 3,2018,driver,25-39,dead,4,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Ventura,CA ,Unknown,Unknown,Unknown,Yes,06:37:02,74.284,0,airbag,none,f,52,nodeploy,0,,,,,
Honda,Accord,2018,driver,25-39,alive,1,,Honda (American Honda Motor Co.),,Decatur,GA ,Street,Unknown,Unknown,Unknown,75:74:1,82.349,0,airbag,none,f,48,nodeploy,0,,,,,
Acrua,TLX,2020,pass,25-39,alive,0,,Honda (American Honda Motor Co.),,Garfield,NJ ,Intersection,Unknown,Unknown,Unknown,82:52:01,5.924,1,none,none,f,36,unavail,0,,,,,
Tesla,Model 3,2020,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Maxton,NC ,Rural Road,Unknown,Unknown,Yes,79:86:1,9.822,0,airbag,belted,f,43,nodeploy,0,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Desert Center,CA ,Highway / Freeway,Unknown,Unknown,Yes,49:107:2,205.296,1,airbag,belted,f,26,deploy,1,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Atlanta,GA ,Street,Unknown,Unknown,Yes,12:08:01,1738.742,0,none,belted,f,19,unavail,0,,,,,
Tesla,Model Y,2021,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Easley,SC ,Rural Road,Dark - Not Lighted,"Other, see Narrative",Yes,0.186122685,47.542,0,airbag,belted,m,17,deploy,1,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Easley,SC ,Rural Road,Dark - Not Lighted,"Other, see Narrative",Yes,74:135:1,88.87,1,airbag,none,f,34,deploy,1,,,,,
Tesla,Model 3,2021,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Ormond Beach,FL ,Highway / Freeway,Daylight,Other Fixed Object,Yes,43:49:01,59.424,1,none,belted,f,35,unavail,0,,,,,
Tesla,Model 3,2022,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Mountain View,CA ,Highway / Freeway,Dark - Lighted,Pole / Tree,Yes,04:10:01,105.655,1,none,belted,m,17,unavail,0,,,,,
Tesla,Model 3,2021,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Ormond Beach,FL ,Highway / Freeway,Daylight,Other Fixed Object,Yes,74:52:01,13.738,1,none,none,m,46,unavail,0,,,,,
Tesla,Model Y,2020,driver,25-39,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Sterrett,AL ,Highway / Freeway,Daylight,Unknown,Yes,0.63056713,265.184,1,none,belted,f,16,unavail,0,,,,,
Tesla,Model Y,2021,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Hanford,CA ,Highway / Freeway,Daylight,Other Fixed Object,Yes,09:51:02,32.544,1,airbag,belted,f,39,deploy,1,,,,,
Tesla,Model 3,2018,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Sacramento,CA ,Intersection,Daylight,Van,Yes,0.586134259,33.915,1,airbag,none,m,19,deploy,1,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Pinson,AL ,Highway / Freeway,Daylight,"Other, see Narrative",Yes,74:06:01,649.915,0,none,belted,m,16,unavail,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Diamond Bar,CA ,Highway / Freeway,Daylight,Passenger Car,Yes,73:142:1,38.897,1,none,belted,m,23,unavail,0,,,,,
Tesla,Model 3,2021,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Rockville,MD ,Highway / Freeway,Dark - Lighted,Other Fixed Object,Yes,13:14:02,77.95,1,airbag,belted,m,23,deploy,1,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Plymouth,MI ,Intersection,Unknown,Unknown,Yes,0.492372685,49.502,0,airbag,none,f,64,deploy,1,,,,,
Tesla,Model 3,2021,pass,40-54,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Ormond Beach,FL ,Unknown,Unknown,Unknown,Yes,41:120:1,56.934,0,airbag,belted,f,42,nodeploy,0,,,,,
Tesla,Model 3,2022,driver,40-54,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Mountain View,CA ,Highway / Freeway,Unknown,Unknown,Yes,49:31:01,10.917,1,none,belted,m,26,unavail,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Easley,SC ,Highway / Freeway,Unknown,Unknown,Yes,49:213:2,11.783,0,none,belted,m,44,unavail,0,,,,,
Honda,HRV,2021,driver,25-39,alive,1,,Honda (American Honda Motor Co.),,Kenosha,WI ,Intersection,Unknown,Unknown,Unknown,75:97:1,45.249,1,none,belted,m,37,unavail,0,,,,,
Acura,TLX,2021,driver,Oct-24,alive,1,,Honda (American Honda Motor Co.),,Baltimore,MD ,Unknown,Unknown,Unknown,Unknown,82:97:2,714.725,0,airbag,belted,m,42,nodeploy,0,,,,,
Tesla,Model Y,2020,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Sterrett,AL ,Unknown,Unknown,Unknown,Yes,43:32:01,2027.4,1,airbag,belted,f,16,deploy,1,,,,,
Tesla,Model Y,2021,driver,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Hanford,CA ,Highway / Freeway,Unknown,Unknown,Yes,48:68:2,284.626,1,none,belted,m,67,unavail,0,,,,,
Acura,MDX,2020,pass,Oct-24,alive,0,,Honda (American Honda Motor Co.),,Long Island,NY ,Unknown,Unknown,Unknown,Unknown,0.679884259,72.176,0,none,belted,m,61,unavail,0,,,,,
Porsche,Cayenne E-hybrid,2022,pass,Oct-24,alive,1,,"Porsche Cars North America, Inc.",,Sandy Springs,GA ,Intersection,Daylight,SUV,No,75:160:1,105.493,1,none,none,f,17,unavail,0,,,,,
Tesla,Model 3,2020,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Pleasanton,CA ,Highway / Freeway,Daylight,Other Fixed Object,Yes,43:149:1,3585.08,0,airbag,belted,f,21,nodeploy,0,,,,,
Tesla,Model 3,2018,pass,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Sacramento,CA ,Unknown,Unknown,Unknown,Yes,74:94:1,46.377,1,none,none,m,16,unavail,0,,,,,
Tesla,Model Y,2021,driver,25-39,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Pinson,AL ,Highway / Freeway,Unknown,Unknown,Yes,49:134:2,279.065,1,none,belted,m,22,unavail,0,,,,,
Tesla,Model 3,2018,driver,25-39,dead,4,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Diamond Bar,CA ,Highway / Freeway,Unknown,Unknown,Yes,75:141:1,9844.878,0,none,belted,f,66,unavail,0,,,,,
Tesla,Model 3,2021,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Rockville,MD ,Unknown,Unknown,Unknown,Yes,76:138:1,354.988,1,none,none,f,86,unavail,0,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Plymouth,MI ,Unknown,Unknown,Unknown,Yes,43:154:1,42.442,0,none,belted,f,31,unavail,0,,,,,
Honda,Insight,2021,pass,40-54,alive,3,,Honda (American Honda Motor Co.),,Latham,NY ,Unknown,Unknown,Other Fixed Object,Unknown,49:182:2,9.785,1,airbag,belted,f,41,deploy,1,,,,,
Acura,MDX,2016,pass,Oct-24,alive,3,,Honda (American Honda Motor Co.),,Columbus,OH ,Unknown,Unknown,Passenger Car,Unknown,82:154:1,5.007,1,none,belted,f,40,unavail,0,,,,,
Tesla,Model 3,2020,driver,55+,dead,4,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Pleasanton,CA ,Highway / Freeway,Unknown,Unknown,Yes,0.631261574,129.131,0,airbag,belted,m,38,deploy,1,,,,,
Mercedes-Benz,S580 4Matic,2021,pass,25-39,alive,2,Distronic with Active Steering Assist,"Mercedes-Benz USA, LLC",,San Antonio,TX ,Street,Daylight,Passenger Car,No,0.159050926,186.902,1,none,belted,f,61,unavail,0,,,,,
Lucid Motors,Dream/Prototype,2022,driver,25-39,alive,0,Level 2,"Lucid Motors, Inc.",,Newark,CA ,Highway / Freeway,Dark - Not Lighted,Passenger Car,Yes,73:145:1,30.298,1,none,none,m,21,unavail,0,,,,,
Subaru,Forester,2021,driver,Oct-24,alive,0,,"Subaru of America, Inc.",,Dog Town,CA ,Highway / Freeway,Daylight,Animal,Yes,49:157:1,45.874,1,none,belted,m,25,unavail,0,,,,,
Subaru,Crosstrek,2021,driver,Oct-24,alive,1,,"Subaru of America, Inc.",,Westmoreland,NY ,Highway / Freeway,Dawn / Dusk,Heavy Truck,Yes,05:20:02,568.234,1,airbag,belted,m,25,deploy,1,,,,,
Honda,Accord,2021,driver,25-39,alive,1,,Honda (American Honda Motor Co.),,South Plainfield,NJ ,Intersection,Unknown,Unknown,Unknown,41:52:01,19.296,0,airbag,belted,m,19,nodeploy,0,,,,,
Tesla,Model 3,2019,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,San Jose,CA ,Highway / Freeway,Dark - Lighted,Other Fixed Object,Yes,72:73:1,1044.249,1,none,belted,m,52,unavail,0,,,,,
Tesla,Model 3,2020,driver,25-39,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,San Juan Capistrano,CA ,Highway / Freeway,Dark - Not Lighted,Van,Yes,73:98:1,18.655,1,airbag,none,m,19,deploy,1,,,,,
Honda,Accord,2015,driver,25-39,alive,0,,Honda (American Honda Motor Co.),,Long Island,NY ,Unknown,Unknown,Unknown,Yes,81:81:2,3111.436,0,airbag,belted,f,32,nodeploy,0,,,,,
Porsche,Cayenne E-hybrid,2022,driver,Oct-24,alive,0,,"Porsche Cars North America, Inc.",,Sandy Springs,GA ,Intersection,Daylight,Unknown,No,78:66:1,108.184,1,airbag,belted,f,34,nodeploy,0,,,,,
Tesla,Model 3,2020,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,San Juan Capistrano,CA ,Highway / Freeway,Unknown,Unknown,Unknown,45:194:2,55.144,0,airbag,none,f,32,deploy,1,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,New Hill,NC ,Rural Road,Unknown,Unknown,Unknown,49:218:1,11.783,0,none,belted,f,49,unavail,0,,,,,
Tesla,Model 3,2021,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Moorefield,WV ,Intersection,Daylight,Unknown,Unknown,74:107:2,10.778,1,airbag,belted,f,56,deploy,1,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,San Diego,CA ,Highway / Freeway,Daylight,Other Fixed Object,Yes,81:82:1,22.165,1,none,belted,m,27,unavail,0,,,,,
Tesla,Model Y,2020,pass,40-54,dead,4,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Santa Cruz,CA ,Intersection,Daylight,Passenger Car,Yes,0.439594907,844.325,0,airbag,none,f,17,nodeploy,0,,,,,
Tesla,Model X,2017,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Flemington,NJ ,Unknown,Unknown,Non-Motorist: Pedestrian,No,0.590983796,2282.694,1,none,none,m,28,unavail,0,,,,,
Tesla,Model S,2022,pass,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,New Braunfels,TX ,Unknown,Unknown,Unknown,Unknown,78:66:1,81.543,1,airbag,belted,f,63,deploy,1,,,,,
Tesla,Model Y,2020,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Big Clifty,KY ,Highway / Freeway,Dark - Not Lighted,Other Fixed Object,Yes,81:101:3,25.913,1,none,none,f,18,unavail,0,,,,,
Tesla,Model 3,2019,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Sunol,CA ,Highway / Freeway,Daylight,Other Fixed Object,Yes,0.464606481,1632.059,0,airbag,belted,f,68,nodeploy,0,,,,,
Tesla,Model 3,2019,driver,25-39,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,San Jose,CA ,Unknown,Unknown,Unknown,Yes,72:114:1,10.778,0,airbag,none,m,35,nodeploy,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Thousand Oaks,CA ,Intersection,Dark - Lighted,Other Fixed Object,Yes,02:33:02,229.575,0,none,belted,f,17,unavail,0,,,,,
Tesla,Model Y,2021,driver,55+,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Torrance,CA ,Intersection,Daylight,Pole / Tree,Yes,11:49:01,623.544,1,none,belted,f,55,unavail,0,,,,,
Tesla,Model X,2016,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Tooele,UT ,Highway / Freeway,Daylight,Unknown,Yes,0.431261574,570.832,1,none,none,m,39,unavail,0,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Oakland,FL ,Highway / Freeway,Dawn / Dusk,Pickup Truck,Yes,0.215983796,67.017,0,airbag,none,m,32,nodeploy,0,,,,,
Tesla,Model S,2017,driver,25-39,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Edmond,OK ,Highway / Freeway,Daylight,Unknown,Yes,0.646550926,128.903,1,airbag,belted,f,17,deploy,1,,,,,
